Id,Photos,Age,City_id,City,Status,Profile_entries
132903925,66,,282,Минск,"Организация высокохудожественных мероприятий и массовых праздников ""Insomnia""",563
133177725,22,21,282,Минск,☭,18
133288152,1,,282,Минск,,5
133556267,10,21,282,Минск,,8
134043333,12,,244,Витебск,,417
135724116,38,,378,New York City,Maverick 47. Leeeeeeewa!!!) Life goals😏 The USA😏 Look forward😉 NB 574,769
135767536,38,,467,Могилёв,,1166
135830182,3,25,282,Минск,,6
136030441,8,,1233,Орша,,8
136378595,2,,282,Минск,,15
137460813,11,,1113,Лида,Семья💓,13
137490796,1,43,282,Минск,,94
138437903,75,,72,Краснодар,,185
138602076,8,21,282,Минск,"🙂Весёлый фотограф🙃 Звоните, пишите, присылайте бандероли😉 +375336636406",42
138613338,19,21,282,Минск,Я не памру,28
138870213,4,30,282,Минск,Life is wonderful!:))),465
138889302,6,20,282,Минск,,67
139120537,3,,282,Минск,Freedom,0
139134514,15,21,282,Минск,,26
139214912,6,,,,,59
139248707,9,,,,,7
139349809,15,,282,Минск,still hopelessly hopeful,62
139371159,32,,282,Минск,It Can't Rain All The Time...,4
140805528,84,,3063,Кобрин,"Vytis, Pościg, Пагоня, Погоня",2118
140965480,8,29,9868,Городок,,15104
141283318,26,22,9328,Глубокое,💋,8
141994713,4,20,282,Минск,,13
143089518,3,40,244,Витебск,,347
144015391,41,,1057,Львов,Волк говно не скажет - волк его покажет!,580
144433304,7,20,281,Брест,,2
145349976,5,,282,Минск,,4
145370991,4,,,,,7
147437036,9,,282,Минск,,22183
147893027,7,,282,Минск,🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻,1
150677716,4,,282,Минск,,0
151045471,6,,282,Минск,Невозможно запретить бесплатно Родину любить 🇷🇺,334
151673439,19,,2064,Слуцк,"Waste not, want not",2009
151856209,9,21,282,Минск,,133
152177690,13,21,,,รςђภเ รςђภค  รςђภคקקเ,159
152272455,5,28,282,Минск,The End,104
153400654,1,,282,Минск,""" TM BlancWedding couture.lab."" СВАДЕБНЫЕ ПЛАТЬЯ - ПРОКАТ - ПОШИВ - ОПТ - https://vk.com/blancwedding",15
153847799,5,34,9328,Глубокое,,13
153934764,22,22,1600733,Ломаши,,491
154156131,4,,458,Berlin,,2
154664886,2,18,1032,Полоцк,,12
154745075,17,26,9328,Глубокое,,23
154781658,14,,2017,Боровляны,#80 осталось перетерпеть неудачи и взойти на эту ёбаную гору😲👊⚡,454
154905061,8,,6216,Калинковичи,,13
155051605,20,,282,Минск,Бог благ!,1541
155067692,12,,,,❤️✊🏽✌🏽,13
155135428,3,,,,,3
155194814,43,25,,,,871
155529059,68,,282,Минск,,126
158409935,7,,1113,Лида,instagram: veronikachaiko🖤🍀✨,26
158585745,10,,282,Минск,,2789
162847214,4,,,,IDM,2
163367797,296,,1602666,Константиново,,3161
165672649,23,,16513,Фаниполь,Ламимейкер;	Бровист;	Косметолог ;),1617
166064282,19,20,282,Минск,Нашёлся и сразу потерялся,1637
166552581,47,,244,Витебск,((((((((((((((((((,517
167403176,31,37,282,Минск,инс- profnail.n,60
167556501,21,23,392,Гомель,,122
167919799,4,38,4798,Новолукомль,"Совет дня: ""Не разрешайте себе плохое настроение. Это неприлично и вредно для здоровья!""",1269
168086421,33,,2149,Молодечно,😀😀😀😀,5
168611706,9,16,1032,Полоцк,,26
170027614,11,20,282,Минск,"я потешная🙈 по жизни почти колобок, ""почти"" - т.к. лисы у меня нет, активно практикую свой уход. а там, где есть уход, есть и приход.",343
170124164,12,,1600714,Плиса,,28
170195850,3,,,,Миоры 20:5 Шарковщина мы растощили))))),58
170281558,11,,282,Минск,,9
170401594,19,,282,Минск,,20
170647410,9,20,1113,Лида,Привет. Йа Дима,7
170911179,20,21,282,Минск,,281
171264760,1,,95,Нижний Новгород,,26
173339167,12,,282,Минск,,996
173670419,2,,282,Минск,,7
176493068,12,,282,Минск,"Фотограф, дизайнер 😊📷🌿 тел. 33 696 68 74 l Сайт: yurann.com l Группа: vk.com/yuranncom Grab your best mug",234
176727880,288,26,1600608,Дрисвяты,,10
181388233,24,,282,Минск,stop be toxic ❤,65
182201617,3,79,,,,20
183037651,6,,1299,Новополоцк,,1
183333349,2,,,,,113
184241356,3,22,1032,Полоцк,,0
187521290,5,21,282,Минск,,1
191621395,1,,19561,Хойники,,14
193427583,10,,,,моя душа на лезвии ножа,0
198527503,154,,1600733,Ломаши,Любовь.?.,173
198653657,1,23,649,Гродно,,140
199190411,27,,282,Минск,"At first she cried for a long time, and then became angry",35
199280762,5,,1600725,Зябки,"Не жди пока тебе протянут руку помощи этого может и не быть, делай всё сам!",11
199614291,49,21,282,Минск,,3
200064996,4,,282,Минск,,25
202359051,5,34,282,Минск,,88
204908615,4,,9328,Глубокое,Найди любимое дело и больше никогда в жизни не работай!👩‍💻️👩‍✈️👩‍🎨️👩‍⚕️,325
208817271,53,,17790,Миоры,"Схожу с ума,когда ты рядом, смотрю тебе в глаза,молчу... и Бог лишь знает,как хочу, прижаться к твоему плечу и встретиться с тобою взглядом.",233
210041383,17,,282,Минск,,5
215891082,2,,,,,18
216125168,1,,9328,Глубокое,"Живопись, фотография WWW.litvinskij.ucoz.org",197
221439261,5,,9328,Глубокое,,899
222274950,13,21,392,Гомель,,26
222337100,14,,282,Минск,,122
223333211,28,,282,Минск,,65
223365425,1,,282,Минск,😈,111
223936903,0,,,,,7
224117455,1,,2204899,İstanbul,sadece bir hayal belki :) olmazmi ki,1
224618423,13,22,,,😊,45
224637136,1,,5438629,Прошково,,115
224989157,7,,9328,Глубокое,,205
226069017,5,19,244,Витебск,,34
226818298,15,,244,Витебск,Ещё 79 дней 😚,1
229891095,2,,1299,Новополоцк,,342
231136089,37,,1032,Полоцк,,83
234386970,1,22,,,,4
235692939,15,22,282,Минск,почти оригинал,214
244522521,1,,,,шизофрения ❤,4
259236871,9,42,282,Минск,,278
259706826,13,,9328,Глубокое,,314
263043052,9,,1299,Новополоцк,А может ты сожраль?! 😶,10
263950061,0,,282,Минск,,17
264578409,10,,282,Минск,В ожидании лучшего!!!,181
266059384,15,,,,Ціни та опис товару в групі  https://vk.com/clubluckyshopping Всі питання пишіть в повідомлення групи,692
266231713,42,26,649,Гродно,,195
272897408,110,16,9328,Глубокое,🖤🔹Create Yourselt🔹🖤,16
275137297,2,,1032,Полоцк,все класс ;),45
286028694,5,19,21987,Докшицы,inst : maks_havrilovich,11
298597947,2,22,1299,Новополоцк,,61
299081855,55,15,,,"Есть поступкu, котoрые нельзя прoщать. Есть cлова, котoрые нельзя зaбыть. Есть мoменты, после кoторых людu uз самых блuзкuх становятся нuкем",342
307297554,18,,,,,0
308987154,1,,282,Минск,extrareality.by - каталог квестов Беларуси с рейтингом и отзывами! Наша группа - https://vk.com/extrareality,1958
315307218,26,,1600725,Зябки,,292
315648313,11,43,649,Гродно,"Делай сегодня то, что другие не хотят. Завтра будешь жить так, как другие не могут!!!",728
326460891,5,,,,inst: kliffty👼🏼❤️,1
330876614,1,,7076,Жодино,Оформление свадеб и свадебные аксессуары ручной работы. Прокат авто украшений.,41
340254351,3,,282,Минск,"Чертежи по инженерной графике, начертательной геометрии, детали машин и др. КАРАНДАШ или ЭЛЕКТРОННЫЙ вариант,и ДРУГИЕ ПРЕДМЕТЫ",23
341361625,2,39,5438629,Прошково,_,16
343435135,1,,282,Минск,🌟БОТОКС! 🌟НАНОБОТОКС	🌟ПОЛИРОВКА! !ТЕРМОКЕРАТИН! 🌟БИОВОССТАНОВЛЕНИЕ НАНОКЕРОПЛАСТИКА ! 🌟АФРОКУДРИ 🌟ЛОКОНЫ! 🌟ПРИЧЁСКИ! 🌟МАКИЯЖ,712
343454006,1,,282,Минск,,1
347509033,2,,1299,Новополоцк,Конец чего-то плохого — это всегда начало чего-то хорошего,5
352105494,1,22,9328,Глубокое,ДОВЕРИЕ...,6
352912772,1,,378,New York City,всем бобра =) и побольше =),101
369058551,2,16,,,....жить в кайф🥀,2
370100879,1,28,,,,1
377133967,5,,244,Витебск,ТОВАР ПОД ЗАКАЗ ОЖИДАТЬ ДО 14 ДНЕЙ💓ЗАКУПКА УЖЕ ВО ВТОРНИК,2131
378273971,0,,392,Гомель,,0
385371708,2,40,,,,78
385372145,1,37,,,,83
397988576,7,24,1706601,Беловежский,,110
402002810,2,,,,Приятных покупок),448
409045283,1,34,,,ЕДУ МИНСК-ДОКШИЦЫ-ГЛУБОКОЕ-ШАРКОВЩИНА-БРАСЛАВ И ОБРАТНО.,516
409379702,8,,244,Витебск,В РОЗОВЫХ ОЧКАХ НЕ ВИДНО БЕЛЫХ ПЯТЕН 😊https://vk.com/rosovieochki247,8803
422011255,1,34,,,,512
422564488,2,24,282,Минск,"Время не может быть потерянным, все для чего-то служит, все к чему-то ведет и чему-то учит .",11
422904204,1,23,282,Минск,влюблена,371
424909462,1,23,282,Минск,,511
436615626,9,17,,,Arseni,42
436960499,0,,282,Минск,,0
448109666,2,33,,,ОДЕЖДА и не только ПО ДОСТУПНЫМ ЦЕНАМ!!! ДОСТАВКА ПО ВСЕЙ РБ!!!👗👖👘👙👚👛👠👜👡👢👍💕 ДОСТАВКА ОТ 3 ДО 5 ДНЕЙ!!! БЕЗ ПРЕДОПЛАТЫ!!,2041
454175849,37,,282,Минск,Персональный тренер	🥇IFBB  Valio PRO CUP🇱🇹 	🥈place🇷🇺 staryy oskol	🥉place 🇷🇺  Dzerzhinsk	🥉place 🇷🇺  belgorod	🥉place 🥉🏆  🇧🇾,973
463934542,3,20,1299,Новополоцк,,6
465309752,7,,1032,Полоцк,,19
473264342,1,43,,,,55
473322793,1,,244,Витебск,6️⃣1️⃣5️⃣1️⃣1️⃣0️⃣0️⃣      Грузоперевозки по Витебску и РБ по низким ценам,8
473668372,4,23,282,Минск,🔹Instagtam: andre.valke 👨‍💻PR-manager Rich Cat club ☎ +375255269330,17
474425115,2,29,282,Минск,https://vk.com/newplanetby,274
479892223,0,20,244,Витебск,,0
483229895,1,29,,,Аксессуары для изящной и неповторимой свадьбы💫🎶💐🍷💝Доставка по всей России🚁,12
483446779,1,,,,,3
483866113,4,28,282,Минск,"Вечерний и свадебный макияж (Минск, Прилуки, Сеница, Атолино)",130
484014570,1,,282,Минск,,17
485470311,2,,9328,Глубокое,"Адрес: Глубокский р-н, д Нарушово. Контакты +375(29)5931647 Ольга, +375(33)3478287 Михаил",48
487828718,1,118,208,San Francisco,"Скоро вернусь, и будем творить хаос 😉😉",0
488397423,102,,1600773,Бегомль,я свае счастье не Каму не Одам любимый человек он мой на всегда .,183
488433346,2,24,1,Москва,,2
488976257,0,32,244,Витебск,,1
492111078,1,27,151,Уфа,"МЕЧТА каждого из нас-построитьжизнь,которой можно ГОРДИТЬСЯ!!!",87
492554212,8,26,392,Гомель,ДОБАВЛЯЙТЕСЬ В ДРУЗЬЯ!,35
492924550,3,,,,,2
505455585,2,,282,Минск,"Свадебные аксессуары и подарки Минск, Светлогорск.",14
509682736,2,30,282,Минск,Не мечтай зря - действуй!,9
538812451,1,,282,Минск,"Свадебные аксессуары на заказ. Бонбоньерки, пригласительные, рассадочные карты, книги пожеланий, бокалы, шампанское!!!",6
552691874,11,25,121,Рыбинск,Люблю тебя,329
552778143,2,,1032,Полоцк,,7
554204810,1,38,,,замужем,18
556389502,8,23,9328,Глубокое,"Тем, кому ты нужен, про тебя не забудут.",4
556454467,3,,9328,Глубокое,,6
69504867,3,21,282,Минск,,0
78964131,22,,,,,12
93026947,16,21,282,Минск,,113
102426094,2,,282,Минск,,2
104218252,1,,282,Минск,,5
112483795,42,,,,9.02 per aspera ad astra,8
114759684,2,,282,Минск,,2
116388376,1,,,,,1
117565116,6,,,,,621
126604688,6,21,282,Минск,,30
127269637,2,,14380,Ивацевичи,,2
132222089,36,,,,,52
133177725,22,21,282,Минск,☭,18
140688547,10,,413,Борисов,Что для тебя красота??,6
141953505,1,,282,Минск,,0
144757728,9,,,,,3
145348952,9,,,,,6
146221563,3,,6276,Дзержинск,,48
146263775,64,,13079,Клецк,,106
147010799,2,,,,,1
147099165,5,23,282,Минск,⛅,49
147814284,7,,282,Минск,inst: 1403.barber💈,13
147893027,7,,282,Минск,🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻🏻,1
150760396,35,22,282,Минск,,37
150866725,4,,,,Vita militare est ¯\_(ツ)_/¯ fd,12
150892587,5,21,282,Минск,#BlackLivesMatter 😀 💞🏩🚤🚤🏂😓,16
151054823,20,21,,,"хочу невозможного, а соглашаюсь на ненужное",0
173088700,7,,1107,Бобруйск,,0
174174276,5,,,,,0
175294631,2,22,,,,0
177046503,19,,,,,291
178351945,11,,375,Мозырь,Sippinteainyohood,692
210268394,3,22,282,Минск,,1
214177975,5,,,,,4
237320647,1,,,,,2
305366066,14,,282,Минск,.,11
305594511,6,,413,Борисов,sexual minorities,0
310784893,18,,282,Минск,,16
317338236,2,21,,,,1
333109211,1,,649,Гродно,,1
510841924,8,21,223,Донецк,Кому что - то блядь надо — идите нахуй.,56
23852916,44,26,282,Минск,"Улыбка - это первое, что замечаешь у людей!Улыбайтесь и будьте заметными! :)",2083
83684992,11,,282,Минск,here and now💫,50
88605991,4,,282,Минск,Where there's a will there's a way,149
126620598,16,,,,▼ Menschen - Mist,11
127269637,2,,14380,Ивацевичи,,2
127959128,1,,,,Everything that seems important to us will also end one day,13
133177725,22,21,282,Минск,☭,18
135131773,4,15,,,снимаюсь в порно за респект,4
144757728,9,,,,,3
144858859,1,,,,,2
145511845,30,21,282,Минск,www.instagram.com/mir_a_111,100
147010799,2,,,,,1
150866725,4,,,,Vita militare est ¯\_(ツ)_/¯ fd,12
151054823,20,21,,,"хочу невозможного, а соглашаюсь на ненужное",0
151970461,32,23,649,Гродно,💎🍍,12
153777493,11,22,4603,Иваново,Ангелок.,21
154518021,13,,281,Брест,,23
155632273,6,22,281,Брест,,2
155826738,8,24,4603,Иваново,,1
157087302,5,,4603,Иваново,,17
158392109,2,,,,,0
158713241,1,,282,Минск,,10
159755749,3,,4603,Иваново,,5
159968553,3,20,,,IG: @il.kozhan.ov,16
160845334,25,,,,,18
174174276,5,,,,,0
174574272,2,,,,,0
175294631,2,22,,,,0
177304184,22,21,282,Минск,🚀+375292738153 мой новый номер (,39
177766434,0,21,281,Брест,,0
178351945,11,,375,Мозырь,Sippinteainyohood,692
180376681,26,,,,,27
180694647,1,,,,,345
184818394,30,21,4603,Иваново,,54
187818980,2,,282,Минск,,6
195668662,52,21,4603,Иваново,,277
222365090,1,,282,Минск,,109
237320647,1,,,,,2
317338236,2,21,,,,1
431567587,7,,,,Likee,163
18823173,10,,467,Могилёв,,647
20445073,31,28,282,Минск,❤️✊✌️,805
71061731,4,21,282,Минск,†,18
72143154,9,,282,Минск,Смерть самых лучших намечает и дергает по одному...,70
96027727,11,,20760,Ляховичи,,1285
97871618,20,,,,,20
113813334,4,,20760,Ляховичи,,4
116456304,0,,,,,0
135041932,0,,20760,Ляховичи,,92
135290543,5,,,,,0
135303711,2,,20760,Ляховичи,"Верьте в мечту: у неё есть приятная особенность - сбываться! 😍 Обсуждайте мою жизнь тогда, когда Ваша станет достойным примером!!! 😜",2035
135427538,21,22,20760,Ляховичи,,361
136175960,4,37,20760,Ляховичи,,2325
139869216,4,22,,,memento mori.,3
141770001,2,16,282,Минск,,4
148078494,8,,20760,Ляховичи,,6
148330795,38,23,282,Минск,,202
157960102,13,20,,,(Не)уловимый Голубчик,33
158003827,56,,282,Минск,,1742
175959388,9,20,20760,Ляховичи,,5
182689374,0,,,,,3
182909217,1,,282,Минск,🐗,266
183655934,25,,281,Брест,,435
186136398,12,47,281,Брест,г.Брест +375298073007 СТО ОНБ Мастер 🚩 https://onb.by 🚩 85 По вопросам рекламы 🚩 o.nesterov1973@yandex.by,7678
220049138,5,,,,12.07.2020.спасибо большое за доченьку!!! .,6
231943913,3,36,20760,Ляховичи,,7
232962423,7,22,282,Минск,,0
255789239,54,20,538,Барановичи,Агент Гросу,16
257677470,9,,282,Минск,,246
262688570,4,,20760,Ляховичи,,89
284211756,4,,282,Минск,,12
295696573,1,34,282,Минск,"Оказываем помощь в написании контрольных, курсовых, дипломных работ для студентов БНТУ! Несу ответственность за свои работы 80336900080",38
299673748,24,23,244,Витебск,Mondo Bongo,68
301102163,4,24,282,Минск,,0
312563745,7,22,282,Минск,,8
324384249,1,,282,Минск,,2
325243166,3,,,,человек с целью не ищет оправданий,409
350353596,5,32,392,Гомель,Бесплатная доставка в регионы Белпочтой🚐🇧🇾 В Россию отправляем ТК🚛🇷🇺,286
421375213,1,23,20760,Ляховичи,Мотоблогер. Мой канал на ютубе https://youtube.com/channel/UCPNMpx0v19Wxk1MuORhqcsQ,36
435542397,1,26,20760,Ляховичи,"Никогда и ни на кого не смотри сверху в низ, если ты не помогаешь ему подняться",73
573063451,1,,,,https://vk.com/peredelkaveka2013,182
575944884,1,,,,,1
588393036,1,40,,,,2
661791,4,,,,"Яндекс.Дзен, SEO, продающие тексты",485
5958960,60,28,413,Борисов,,375
59045275,8,21,282,Минск,,11
63783684,9,,,,,16
83684992,11,,282,Минск,here and now💫,50
86043746,10,24,282,Минск,,91
87646842,1,,282,Минск,,0
87714380,32,,,,,1147
89028234,4,,,,,1772
89234711,7,,282,Минск,Черная мамба,13
95183764,3,102,282,Минск,,4
96025228,12,,282,Минск,,14
98934319,2,,282,Минск,"$information = [   ""name"" => ""Zhenia"",   ""job"" => ""programmer"",   ""other_information"" => null,  ];",6
104218252,1,,282,Минск,,5
134673080,5,,,,,347
136047748,15,21,,,женщина на работе,29
139367756,3,22,,,dead inside,125
139429291,14,,282,Минск,,50
145844935,6,27,392,Гомель,Выкручивай лампочки. Экономь электричество,0
146918499,12,,282,Минск,татары сила - живут красиво,300
148926882,92,,282,Минск,Instagram: anyahappiness_🌸🍃,240
151106370,11,21,467,Могилёв,DEJA VU,3397
151171966,21,,413,Борисов,,6
151673439,19,,2064,Слуцк,"Waste not, want not",2009
152051966,17,,649,Гродно,Rolling Stone,142
152177690,13,21,,,รςђภเ รςђภค  รςђภคקקเ,159
152254566,6,,413,Борисов,,2
152263819,14,,282,Минск,,28
152757711,4,,282,Минск,😌,23
152781798,21,,282,Минск,Ожоги многому учат,27
154518922,9,,282,Минск,,51
154563111,12,22,,,,0
168362969,1,21,282,Минск,,663
169360715,8,,,,👑💖,53
174429867,2,,282,Минск,,3
175294631,2,22,,,,0
175413776,1,,,,« For always. For ever. »🖤,5
177172417,2,,413,Борисов,,1
181964668,0,,,,,0
183221677,17,,282,Минск,"Существуют вещи, до которых человек должен дойти сам. Если он этого не сделал, значит, время еще не пришло",16
191232607,9,,,,,4
210268394,3,22,282,Минск,,1
245388936,1,45,413,Борисов,,8
245500821,22,,,,,19
303950218,2,,,,,2
309752348,5,,282,Минск,,3
380178998,3,,,,,3
404926580,1,,,,,2
493629755,2,118,4092180,Kaduna,,2
511792219,1,22,282,Минск,,5
26933193,7,,13833,Несвиж,,462
27926465,86,,282,Минск,On y va a Paris!,2075
29383358,69,25,282,Минск,,923
29409055,29,,282,Минск,В этом году первый приступ пришелся на 09.06,5239
29716072,19,,13833,Несвиж,,949
31406428,41,25,282,Минск,,3213
31592686,43,26,13833,Несвиж,,234
32507654,37,,282,Минск,,338
38565051,1,26,13833,Несвиж,,4
40787732,3,32,13833,Несвиж,время работает,9
45317246,3,25,282,Минск,,3
46372813,17,,13833,Несвиж,😎,364
55062776,4,,282,Минск,,2
56050035,1,,282,Минск,,22
56642183,30,30,13833,Несвиж,"Боль, которую ты чувствуешь сегодня, превратится в силу, которую ты почувствуешь завтра.",284
58141884,17,,282,Минск,,0
61975851,6,,,,,61
69955156,42,24,13833,Несвиж,Ад пуст. Все демоны здесь😈,0
76600224,60,,,,,18
78364820,6,,,,,0
80030780,111,22,282,Минск,😇,1331
82769773,0,25,13833,Несвиж,,209
118251969,16,20,,,,110
122697027,10,,,,"в обойме патрон, будет больно обоим.",19
168786007,5,26,282,Минск,,63
170466159,11,18,13833,Несвиж,"Не хмурь бровей из-за ударов рока,	Упавший духом гибнет раньше срока (Омар Хайям).",3
175294631,2,22,,,,0
176102173,24,24,282,Минск,Amat victoria curam,1501
180767550,19,21,13833,Несвиж,,6
192387176,40,23,13833,Несвиж,Instagram: zorka6_22,1
235809202,29,,282,Минск,,238
260957422,24,,1516324,Городея,«Все начинается со взгляда. Всегда.»,746
395687414,4,26,282,Минск,ушел во тьму...,10
423185848,1,,13833,Несвиж,,11
59653971,6,,,,,7
63192597,2,,,,C'est mon don... ma malédiction,0
63446840,6,22,282,Минск,,0
71369180,6,,282,Минск,,11
71836883,8,21,11042,Смолевичи,,303
71941118,18,,282,Минск,Безумие. Жизнь. Счастье.,21
80030780,111,22,282,Минск,😇,1331
81459659,47,,282,Минск,,313
82623143,2,22,282,Минск,,317
87943664,8,,282,Минск,,21
97892456,8,,282,Минск,,3
102558729,4,21,,,,4
111940293,2,21,,,,1
112483795,42,,,,9.02 per aspera ad astra,8
125024160,30,19,11042,Смолевичи,,10
126404511,4,23,282,Минск,,27
126604688,6,21,282,Минск,,30
133076668,4,21,282,Минск,,8
133097010,2,,1113,Лида,,9
134406792,1,,,,,4
137962078,18,,,,"Abusus non tollit usum	Не дальновидный, но очень живучий	@Галя",787
138705251,16,,282,Минск,,68
166305144,3,,282,Минск,,1
175294631,2,22,,,,0
188758588,24,,282,Минск,instagram: karo_levaa,129
205919610,0,,,,,0
211710608,35,21,282,Минск,The sky and the stars are so beautiful at night!.. I can watch them forever!!!,11920
19130725,13,,,,хохотливая женщина,26
23084228,4,36,5331,Los Angeles,"Живу в Лос Анджелесе Пилю Влог! Подписывайтесь на Ютуб канал ""Чердак""",98
29409055,29,,282,Минск,В этом году первый приступ пришелся на 09.06,5239
30832507,18,,1515655,Wrocław,🌻,44
43223150,2,,282,Минск,,9
45021080,4,,282,Минск,,0
47894646,4,,282,Минск,Ananas.,0
53075384,18,,282,Минск,know your enemy,248
56439730,70,,282,Минск,Вы меня все зае...	Я хочу на Бали	Там море тус	Увидите меня на Дип-хаус	Я здесь усну и там проснусь,910
58796769,3,,282,Минск,G R U S T I S O M N O Y',1
59045275,8,21,282,Минск,,11
80030780,111,22,282,Минск,😇,1331
80069063,17,,,,один не верный шаг - и все потеряно,1
83576908,1,,282,Минск,,3
84503868,16,,282,Минск,,59
85222729,3,,282,Минск,,2
88610013,38,24,282,Минск,Сегодня - лучший день в жизни,32627
91693621,1,,282,Минск,,1
92767422,1,,,,,0
93026947,16,21,282,Минск,,113
96270948,4,,,,,95
100828503,3,,,,,12
111940293,2,21,,,,1
112616326,47,28,282,Минск,"корабль тонет, но оркестр продолжит играть",26
114973529,7,,282,Минск,,0
118275787,3,22,,,,0
119573122,4,,282,Минск,,7
119632289,4,,,,"Twenty bands out, ты запостишь это в инст",16
120827807,21,21,,,,83
122264227,6,23,10410,Островец,,22
122715945,9,,,,сукаъ,1537
123172152,15,23,21962,Дятлово,,13
124340319,3,21,282,Минск,,341
125004996,1,,282,Минск,Краткосрочное решение долгосрочной проблемы,0
125892645,3,21,282,Минск,,1
126134786,10,,282,Минск,,271
126604688,6,21,282,Минск,,30
126666906,21,,282,Минск,"""...проста паверце, што вечнасць пачынаецца тут.""",99
130056691,20,,282,Минск,,1
130585080,2,,12987,Копыль,9. We waste a lot of time crying over wasted time,47
130861367,15,,,,,6
132222089,36,,,,,52
132241061,8,20,282,Минск,"Счастье приходит в дом к тем, кто не ждёт гостей",1
134352258,8,22,282,Минск,,119
135142162,1,,282,Минск,,1
141042634,27,,282,Минск,Профессиональный фотограф | Пишите или звоните +375292744848,111
141526301,463,,2359,Волковыск,Never say Never …,3164
142689488,8,,1002,Кушва,,12
143565878,6,,1107,Бобруйск,,6
144015391,41,,1057,Львов,Волк говно не скажет - волк его покажет!,580
144137205,7,,,,,1
145241634,4,,282,Минск,offline,772
145268665,31,21,282,Минск,,11
150537728,29,21,1246,Edinburgh,,1466
151106370,11,21,467,Могилёв,DEJA VU,3397
151430994,2,21,282,Минск,,7
152142981,3,,,,Xavier Wulf & BONES – Suffer,33
152177690,13,21,,,รςђภเ รςђภค  รςђภคקקเ,159
155067692,12,,,,❤️✊🏽✌🏽,13
158225343,11,65,282,Минск,ну я пошёл,127
158397340,11,,282,Минск,"When today is over, it will never come back",29
160116882,12,,282,Минск,,6
161231447,7,,282,Минск,kotyonok moy lubimiy ❤,1550
162837846,4,,270,Подольск,,2
162949647,5,,392,Гомель,,11
164090531,8,,282,Минск,,0
166034450,27,,282,Минск,Pycckuu pen ETo kaJlJl Bbl6op mou CnOPTuBHblu METAJlJl,942
167556501,21,23,392,Гомель,,122
175294631,2,22,,,,0
177605946,4,,282,Минск,,34
177891096,11,,,,,2
179452592,25,,282,Минск,Omae wa mou shindeiru,8213
180509457,153,33,282,Минск,"Критикуешь других,а кто ты сам собственно?",2137
180694647,1,,,,,345
182842642,8,,,,в доме две двери,4
182952188,4,21,392,Гомель,"STERVYATNIK2, хочется поесть вкусно риса с курицей",23
189871742,1,46,282,Минск,,63
195511519,77,,,,,17431
205919610,0,,,,,0
209274359,0,,282,Минск,,8
210268394,3,22,282,Минск,,1
213255565,1,19,282,Минск,,3
214178270,5,22,282,Минск,,0
215117542,8,,,,inst: _terrible_guy_,6
220914050,9,22,282,Минск,F,4
245358022,1,,282,Минск,,2
249524232,9,,282,Минск,,43
269849400,42,20,16729,Волгореченск,,1047
276878972,10,15,282,Минск,,152
310497822,2,,282,Минск,Inst: orda_sasat,3
313892606,1,,282,Минск,inst:nikita_ky_ky,187
322164524,2,30,282,Минск,,54
338718150,10,,1,Москва,,13
442657751,1,,,,,2
456864613,8,,,,,26
504332062,1,42,1602101,Ворняны,,123
539712812,4,,282,Минск,,6
54763686,1,,1,Москва,,11
57086511,8,21,282,Минск,Не ищи себе друзей,180
93026947,16,21,282,Минск,,113
101462750,21,,,,счастливые часов не наблюдают,49
122606662,6,,282,Минск,,2
122805703,4,20,282,Минск,,0
123200818,5,,,,,25
124778624,4,,282,Минск,,1
125767914,1,,1299,Новополоцк,hardonly,22
126065416,1,,413,Борисов,,2
131864329,4,21,282,Минск,,4
133360427,6,,282,Минск,,2612
135709772,4,,282,Минск,memo,4
136378595,2,,282,Минск,,15
137066129,2,,,,,2
137282669,25,,,,@ InDESTRUCTible #SAzedd #AWLC,527
137325157,16,20,282,Минск,,345
138722164,5,20,282,Минск,,1
142902440,1,21,282,Минск,⚓️,2
143181717,5,21,282,Минск,,0
144043051,1,,282,Минск,пати полным ходом,4
144660675,1,,282,Минск,,173
145160763,0,,,,,0
146393433,14,,282,Минск,,423
147814284,7,,282,Минск,inst: 1403.barber💈,13
148979592,4,20,282,Минск,,2
153957568,2,20,282,Минск,,0
155023951,3,,282,Минск,,1
155431613,33,,282,Минск,"Любое событие неизбежно, иначе его бы не случилось.",591
156025060,4,,,,<— Бездарность,3
157841077,17,,216,Bonn,"В паспорте 20, выгляжу на 13 :^)",7445
162334776,3,20,244,Витебск,Дружу с Аринкой Сафончик!)!)),5
162735161,3,,282,Минск,,290
